Date,Month,Description,Amount,Direction,Categoria,TxnType,Source,mes,year
2025-08-24,2025-08,Bma 3 Solutions,-30.0,DEBIT,Transporte,Card Payment,Revolut,8,2025.0
2025-08-24,2025-08,Card transaction of 9.38 GBP issued by Www.amazon.* R44z264k4 LONDON,-9.38,DEBIT,Amazon,CARD,Wise,8,2025.0
2025-08-24,2025-08,Taj Mahal Frie,-7.0,DEBIT,Restaurante,Card Payment,Revolut,8,2025.0
2025-08-24,2025-08,Card transaction of 3.30 GBP issued by Tfl Cycle Hire USAGE CHARGE,-3.3,DEBIT,Transporte,CARD,Wise,8,2025.0
2025-08-24,2025-08,Card transaction of 2.90 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-2.9,DEBIT,Transporte,CARD,Wise,8,2025.0
2025-08-24,2025-08,Card transaction of 1.65 GBP issued by Tfl Cycle Hire INTERNET WEBS,-1.65,DEBIT,Transporte,CARD,Wise,8,2025.0
2025-08-24,2025-08,Card transaction of 0.60 GBP issued by Forest +442081577491,-0.6,DEBIT,Transporte,CARD,Wise,8,2025.0
2025-08-25,2025-08,Card transaction of 16.93 GBP issued by Amazon* R444c1ju4 LONDON,-16.93,DEBIT,Amazon,CARD,Wise,8,2025.0
2025-08-25,2025-08,Arancino Of Sicily,-6.9,DEBIT,Restaurante,Card Payment,Revolut,8,2025.0
2025-08-25,2025-08,Lovers Mini Market,-6.07,DEBIT,Mercado,Card Payment,Revolut,8,2025.0
2025-08-25,2025-08,Card transaction of 5.50 GBP issued by Pret A Manger LONDON,-5.5,DEBIT,Restaurante,CARD,Wise,8,2025.0
2025-08-25,2025-08,Card transaction of 4.85 GBP issued by Pret A Manger LONDON,-4.85,DEBIT,Restaurante,CARD,Wise,8,2025.0
2025-08-25,2025-08,Transport for London,-2.9,DEBIT,Transporte,Card Payment,Revolut,8,2025.0
2025-08-26,2025-08,Sent money to HARLLA MARTINS D S L SIQUEIRA,-112.0,DEBIT,Transferência,TRANSFER,Wise,8,2025.0
2025-08-26,2025-08,Card transaction of 22.32 GBP issued by Www.amazon.* R45mf7xe4 LONDON,-22.32,DEBIT,Amazon,CARD,Wise,8,2025.0
2025-08-26,2025-08,Card transaction of 9.59 GBP issued by Amazon* R40rb65v4 LONDON,-9.59,DEBIT,Amazon,CARD,Wise,8,2025.0
2025-08-26,2025-08,Soft Whip Ice Cream,-3.0,DEBIT,Restaurante,Card Payment,Revolut,8,2025.0
2025-08-27,2025-08,Transport for London,-7.0,DEBIT,Transporte,Card Payment,Revolut,8,2025.0
2025-08-27,2025-08,Card transaction of 6.00 GBP issued by Mile End - The Coffee London,-6.0,DEBIT,Restaurante,CARD,Wise,8,2025.0
2025-08-27,2025-08,Card transaction of 4.15 GBP issued by Mile End - The Coffee London,-4.15,DEBIT,Restaurante,CARD,Wise,8,2025.0
2025-08-28,2025-08,Hermitage Clinic,-265.0,DEBIT,Consulta,Card Payment,Revolut,8,2025.0
2025-08-28,2025-08,Hermitage Clinic,-50.0,DEBIT,Consulta,Card Payment,Revolut,8,2025.0
2025-08-29,2025-08,Paid to VIRGIN ACTIVE LTD,-109.0,DEBIT,Academia,DIRECT_DEBIT,Wise,8,2025.0
2025-08-29,2025-08,To Virgin Active,-109.0,DEBIT,Academia,Transfer,Revolut,8,2025.0
2025-08-29,2025-08,Card transaction of 19.99 GBP issued by Amazon* Rk7sq2o54 LONDON,-19.99,DEBIT,Restaurante,CARD,Wise,8,2025.0
2025-08-29,2025-08,Transport for London,-8.9,DEBIT,Transporte,Card Payment,Revolut,8,2025.0
2025-08-29,2025-08,Grab,-8.0,DEBIT,Transporte,Card Payment,Revolut,8,2025.0
2025-08-30,2025-08,Ocado,-118.97,DEBIT,Mercado,Card Payment,Revolut,8,2025.0
2025-08-30,2025-08,Card transaction of 50.00 GBP issued by Fairgame City TOWER HAMLETS,-50.0,DEBIT,Ingresso,CARD,Wise,8,2025.0
2025-08-30,2025-08,Wok to Walk,-25.7,DEBIT,Restaurante,Card Payment,Revolut,8,2025.0
2025-08-30,2025-08,Roni's Bakery,-7.45,DEBIT,Restaurante,Card Payment,Revolut,8,2025.0
2025-08-30,2025-08,MMW London,-7.26,DEBIT,Restaurante,Card Payment,Revolut,8,2025.0
2025-08-30,2025-08,Card transaction of 5.80 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-5.8,DEBIT,Transporte,CARD,Wise,8,2025.0
2025-08-31,2025-08,Fairgame,-29.0,DEBIT,Ingresso,Card Payment,Revolut,8,2025.0
2025-08-31,2025-08,International,-10.0,DEBIT,Amazon,Card Payment,Revolut,8,2025.0
2025-08-31,2025-08,Card transaction of 5.80 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-5.8,DEBIT,Transporte,CARD,Wise,8,2025.0
2025-08-31,2025-08,Transport for London,-5.8,DEBIT,Transporte,Card Payment,Revolut,8,2025.0
2025-08-31,2025-08,Card transaction of 3.95 GBP issued by Fairgame London,-3.95,DEBIT,Ingresso,CARD,Wise,8,2025.0
2025-09-01,2025-09,To PINNACLE HOUSING LIMITED CA Prec Beagle Court Rent,-2450.0,DEBIT,Aluguel,Transfer,Revolut,9,2025.0
2025-09-01,2025-09,Temu,-190.54,DEBIT,Amazon,Card Payment,Revolut,9,2025.0
2025-09-01,2025-09,Transport for London,-5.8,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-02,2025-09,Transport for London,-7.0,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-02,2025-09,Pret A Manger,-5.5,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-03,2025-09,Sp Tmlewinuk,-100.0,DEBIT,Amazon,Card Payment,Revolut,9,2025.0
2025-09-03,2025-09,Transport for London,-7.0,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-03,2025-09,Pret A Manger,-4.85,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-04,2025-09,Booking.com,-850.48,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-04,2025-09,EasyJet,-82.99,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-04,2025-09,EasyJet,-82.99,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-05,2025-09,Ryanair,-62.94,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-05,2025-09,Card transaction of 32.99 GBP issued by Www.amazon.* 8p6xa19g5 LONDON,-32.99,DEBIT,Amazon,CARD,Wise,9,2025.0
2025-09-05,2025-09,Card transaction of 21.15 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-21.15,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-05,2025-09,Barber's Lane,-18.0,DEBIT,Amazon,Card Payment,Revolut,9,2025.0
2025-09-05,2025-09,Card transaction of 11.20 GBP issued by Tesco Stores 5130 EASTCHEAP,-11.2,DEBIT,Mercado,CARD,Wise,9,2025.0
2025-09-05,2025-09,Temu,-10.73,DEBIT,Amazon,Card Payment,Revolut,9,2025.0
2025-09-05,2025-09,Transport for London,-6.4,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-05,2025-09,Pret A Manger,-5.5,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-05,2025-09,"Card transaction of 2.50 GBP issued by Boots,Gracechurch St LONDON",-2.5,DEBIT,Farmácia,CARD,Wise,9,2025.0
2025-09-06,2025-09,EasyJet,-8.99,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-06,2025-09,EasyJet,-8.99,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-06,2025-09,Transport for London,-8.9,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-06,2025-09,Pret A Manger,-4.99,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-07,2025-09,Pret A Manger,-14.44,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-07,2025-09,Card transaction of 7.64 GBP issued by Amazon* Rc6x077g4 LONDON,-7.64,DEBIT,Amazon,CARD,Wise,9,2025.0
2025-09-07,2025-09,Card transaction of 6.49 GBP issued by Amazon* Rc5su0sr4 LONDON,-6.49,DEBIT,Amazon,CARD,Wise,9,2025.0
2025-09-07,2025-09,BLACK SHEEP coffee,-4.39,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-08,2025-09,Vision Express Opticians,-219.0,DEBIT,Consulta,Card Payment,Revolut,9,2025.0
2025-09-08,2025-09,To Virgin Media Pymts,-36.99,DEBIT,Internet,Transfer,Revolut,9,2025.0
2025-09-08,2025-09,Vision Express Opticians,-30.0,DEBIT,Consulta,Card Payment,Revolut,9,2025.0
2025-09-08,2025-09,Transport for London,-20.0,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-08,2025-09,Card transaction of 12.89 GBP issued by Sq *Lips Healthcare Pharm London,-12.89,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-08,2025-09,Card transaction of 10.49 GBP issued by Pret A Manger LONDON,-10.49,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-08,2025-09,Card transaction of 8.90 GBP issued by Brera London,-8.9,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-08,2025-09,Card transaction of 6.90 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-6.9,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-08,2025-09,Card transaction of 5.80 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-5.8,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-08,2025-09,Dnata catering,-2.75,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-08,2025-09,McDonald's,-2.54,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-09,2025-09,McDonald's,-12.7,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-09,2025-09,Vila,-6.96,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-09,2025-09,Parking es Pratet,-5.27,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,Big Bus Tours,-156.0,DEBIT,Ingresso,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,Eurostar,-70.0,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,DocTap,-65.0,DEBIT,Consulta,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,flibco.com,-34.0,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,O Beach Ibiza,-27.76,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,O Beach Ibiza,-27.76,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,Ryanair,-22.6,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,Aeropuerto De Ibiza,-14.71,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,Tutti Frutti,-6.08,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-11,2025-09,Ryanair,-6.08,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-13,2025-09,Ocado,-139.92,DEBIT,Mercado,Card Payment,Revolut,9,2025.0
2025-09-13,2025-09,Transport for London,-6.4,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-13,2025-09,Card transaction of 5.99 GBP issued by Netflix.com london,-5.99,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-14,2025-09,Locale Southbank,-53.52,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-14,2025-09,Acoustiguide,-10.0,DEBIT,Ingresso,Card Payment,Revolut,9,2025.0
2025-09-14,2025-09,Card transaction of 5.80 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-5.8,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-15,2025-09,Bag O Nails,-24.4,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-15,2025-09,Card transaction of 18.83 GBP issued by Uber   *Eats HELP.UBER.COM,-18.83,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-15,2025-09,McDonald's,-13.28,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-15,2025-09,Card transaction of 8.90 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-8.9,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-15,2025-09,Costa Coffee,-7.05,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-15,2025-09,Transport for London,-5.8,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-16,2025-09,Sent money to HARLLA MARTINS D S L SIQUEIRA,-86.0,DEBIT,Transferência,TRANSFER,Wise,9,2025.0
2025-09-16,2025-09,Card transaction of 23.90 GBP issued by Wok To Walk Baby London,-23.9,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-16,2025-09,Card transaction of 11.95 GBP issued by Wok To Walk Baby London,-11.95,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-16,2025-09,Card transaction of 5.80 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-5.8,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-16,2025-09,Card transaction of 2.50 GBP issued by Icco Pizza LONDON  W1D,-2.5,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-17,2025-09,Assenheims 56,-12.95,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-17,2025-09,Pret A Manger,-10.49,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-17,2025-09,Transport for London,-8.7,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-17,2025-09,Card transaction of 4.99 GBP issued by Amazon Uk* Zf9ky4145 LONDON,-4.99,DEBIT,Amazon,CARD,Wise,9,2025.0
2025-09-17,2025-09,Card transaction of 3.99 GBP issued by Iconic London Gifts LONDON,-3.99,DEBIT,Amazon,CARD,Wise,9,2025.0
2025-09-18,2025-09,To Homebox,-383.88,DEBIT,Home Box,Transfer,Revolut,9,2025.0
2025-09-18,2025-09,Sent money to Billing Better,-146.38,DEBIT,Transferência,TRANSFER,Wise,9,2025.0
2025-09-18,2025-09,Card transaction of 27.93 GBP issued by Atlantico (uk) Limited CROYDON,-27.93,DEBIT,Restaurante,CARD,Wise,9,2025.0
2025-09-18,2025-09,Card transaction of 12.95 GBP issued by Amazon* Pm9do4k45 LONDON,-12.95,DEBIT,Amazon,CARD,Wise,9,2025.0
2025-09-18,2025-09,Transport for London,-7.0,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-18,2025-09,Card transaction of 6.40 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-6.4,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-19,2025-09,Card transaction of 15.00 GBP issued by Www.voxi.co.uk VODAFONE LTD,-15.0,DEBIT,Celular,CARD,Wise,9,2025.0
2025-09-19,2025-09,Card transaction of 9.98 GBP issued by Amazon* 6i7lm08r5 LONDON,-9.98,DEBIT,Amazon,CARD,Wise,9,2025.0
2025-09-19,2025-09,Subway,-8.49,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-19,2025-09,Card transaction of 6.40 GBP issued by Tfl Travel Ch TFL.GOV.UK/CP,-6.4,DEBIT,Transporte,CARD,Wise,9,2025.0
2025-09-19,2025-09,Transport for London,-6.4,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-19,2025-09,Pret A Manger,-5.5,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-20,2025-09,Brera,-13.28,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-20,2025-09,Brera,-9.1,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-20,2025-09,Transport for London,-6.4,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-20,2025-09,Pret A Manger,-5.5,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-21,2025-09,Ocado,-59.52,DEBIT,Mercado,Card Payment,Revolut,9,2025.0
2025-09-21,2025-09,Boots,-19.8,DEBIT,Farmácia,Card Payment,Revolut,9,2025.0
2025-09-21,2025-09,Card transaction of 15.00 GBP issued by Www.voxi.co.uk VODAFONE LTD,-15.0,DEBIT,Celular,CARD,Wise,9,2025.0
2025-09-21,2025-09,Tesco,-4.25,DEBIT,Mercado,Card Payment,Revolut,9,2025.0
2025-09-21,2025-09,Card transaction of 3.00 GBP issued by Lebara Mobile Limited London,-3.0,DEBIT,Celular,CARD,Wise,9,2025.0
2025-09-22,2025-09,Card transaction of 10.00 GBP issued by Lebara Mobile Limited London,-10.0,DEBIT,Celular,CARD,Wise,9,2025.0
2025-09-23,2025-09,Sent money to Natalia Gomes do Nascimento,-625.0,DEBIT,Transferência,TRANSFER,Wise,9,2025.0
2025-09-23,2025-09,Transport for London,-7.0,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-23,2025-09,Pret A Manger,-5.5,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-23,2025-09,Costcutter,-1.8,DEBIT,Mercado,Card Payment,Revolut,9,2025.0
2025-09-24,2025-09,Shake Shack,-19.2,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-25,2025-09,To HARLLA MARTINS D S L SIQUEIRA,-112.0,DEBIT,Dinheiro enviado (outra pessoa),Transfer,Revolut,9,2025.0
2025-09-25,2025-09,Transport for London,-3.8,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-25,2025-09,Transport for London,-2.9,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,British Airways,-1102.02,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,British Airways,-907.72,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,To Natalia Gomes Do Nascimento,-500.0,DEBIT,Dinheiro enviado (outra pessoa),Transfer,Revolut,9,2025.0
2025-09-26,2025-09,British Airways,-80.0,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,British Airways,-71.0,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,British Airways,-61.0,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,British Airways,-61.0,DEBIT,Viagem,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,Al Masar,-19.0,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,Pret A Manger,-10.49,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-26,2025-09,Transport for London,-9.9,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-27,2025-09,Transport for London,-19.4,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-28,2025-09,Al Masar Lebanese,-40.67,DEBIT,Restaurante,Card Payment,Revolut,9,2025.0
2025-09-28,2025-09,Uber Eats,-26.78,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-28,2025-09,Transport for London,-7.6,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-28,2025-09,Transport for London,-3.85,DEBIT,Transporte,Card Payment,Revolut,9,2025.0
2025-09-29,2025-09,Amazon,-12.99,DEBIT,Amazon,Card Payment,Revolut,9,2025.0
2025-09-30,2025-09,Paid to VIRGIN ACTIVE LTD,-109.0,DEBIT,Academia,DIRECT_DEBIT,Wise,9,2025.0
2025-10-31 00:00:00,2025-10-01 00:00:00,Amazon,-36.23,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-31 00:00:00,2025-10-01 00:00:00,Costcutter,-21.17,DEBIT,Mercado,Card Payment,Revolut,10,2025.0
2025-10-31 00:00:00,2025-10-01 00:00:00,Amazon,-19.78,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-31 00:00:00,2025-10-01 00:00:00,Amazon,-19.54,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-31 00:00:00,2025-10-01 00:00:00,Amazon,-17.99,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-31 00:00:00,2025-10-01 00:00:00,Transport for London,-13.9,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-31 00:00:00,2025-10-01 00:00:00,Uber Eats,-10.4,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-01,2025-10,Souvlakiby,-13.5,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-01,2025-10,Transport for London,-6.4,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-02,2025-10,Pret A Manger,-10.75,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-02,2025-10,Transport for London,-7.0,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Amazon,-39.99,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Amazon,-27.38,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Amazon,-22.99,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Amazon,-22.99,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Pret A Manger,-10.35,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Amazon,-8.99,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Amazon,-7.99,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-03,2025-10,Transport for London,-6.4,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-04,2025-10,Transport for London,-5.8,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-04,2025-10,Pret A Manger,-5.5,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-05,2025-10,Card transaction of 22.10 GBP issued by Tesco Stores 5130 EASTCHEAP,-22.1,DEBIT,Mercado,CARD,Wise,10,2025.0
2025-10-05,2025-10,Card transaction of 19.00 GBP issued by Furness Fish Markets London,-19.0,DEBIT,Mercado,CARD,Wise,10,2025.0
2025-10-05,2025-10,Card transaction of 11.64 GBP issued by Red Bus Shop London,-11.64,DEBIT,Amazon,CARD,Wise,10,2025.0
2025-10-05,2025-10,Card transaction of 11.00 GBP issued by Gelateria 3bis London,-11.0,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-05,2025-10,Card transaction of 9.48 GBP issued by Amazon* Yo1gf3sq5 LONDON,-9.48,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-05,2025-10,Costcutter,-5.7,DEBIT,Mercado,Card Payment,Revolut,10,2025.0
2025-10-05,2025-10,Card transaction of 4.00 GBP issued by Huseyin Ice Cream LONDON,-4.0,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-05,2025-10,Card transaction of 3.95 GBP issued by Ecsi Ltd MITCHAM,-3.95,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-05,2025-10,Card transaction of 2.00 GBP issued by Paul Crane Maidstone,-2.0,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-06,2025-10,Shake Shack,-18.4,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-06,2025-10,Card transaction of 12.13 GBP issued by Uber   *Eats HELP.UBER.COM,-12.13,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-06,2025-10,Transport for London,-4.9,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-07,2025-10,To PINNACLE HOUSING LIMITED CA Prec Beagle Court Rent,-2450.0,DEBIT,Aluguel,Transfer,Revolut,10,2025.0
2025-10-07,2025-10,Amazon,-28.99,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-07,2025-10,Card transaction of 14.09 GBP issued by Bershka Oxford Street LONDON,-14.09,DEBIT,Amazon,CARD,Wise,10,2025.0
2025-10-07,2025-10,Amazon Prime,-8.99,DEBIT,TV,Card Payment,Revolut,10,2025.0
2025-10-07,2025-10,Card transaction of 8.95 GBP issued by Zettle_*Sushidog Limited Maidenhead,-8.95,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-07,2025-10,Transport for London,-6.4,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-08,2025-10,Virgin Media Pymts,-36.99,DEBIT,Internet,Transfer,Revolut,10,2025.0
2025-10-08,2025-10,Greek And Go,-9.5,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-08,2025-10,Tesco,-6.7,DEBIT,Mercado,Card Payment,Revolut,10,2025.0
2025-10-08,2025-10,Pret A Manger,-5.5,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-08,2025-10,Card transaction of 2.50 GBP issued by Mile End - The Coffee London,-2.5,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-08,2025-10,Card transaction of 2.10 GBP issued by Mile End - The Coffee London,-2.1,DEBIT,Restaurante,CARD,Wise,10,2025.0
2025-10-09,2025-10,British Airways,-80.0,DEBIT,Viagem,Card Payment,Revolut,10,2025.0
2025-10-09,2025-10,Transport for London,-14.3,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-09,2025-10,Card transaction of 12.00 GBP issued by Www.voxi.co.uk VODAFONE LTD,-12.0,DEBIT,Celular,CARD,Wise,10,2025.0
2025-10-09,2025-10,Card transaction of 10.98 GBP issued by Uber   *Trip HELP.UBER.COM,-10.98,DEBIT,Uber,CARD,Wise,10,2025.0
2025-10-10,2025-10,Uber,-62.79,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-10,2025-10,Pret A Manger,-30.8,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-10,2025-10,itsu,-8.85,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-10,2025-10,Subway,-8.49,DEBIT,Restaurante,Card Payment,Revolut,10,2025.0
2025-10-10,2025-10,Transport for London,-7.0,DEBIT,Transporte,Card Payment,Revolut,10,2025.0
2025-10-11,2025-10,British Airways,-165.0,DEBIT,Viagem,Card Payment,Revolut,10,2025.0
2025-10-13,2025-10,Voxi,-20.0,DEBIT,Celular,Card Payment,Revolut,10,2025.0
2025-10-15,2025-10,Netflix,-5.99,DEBIT,TV,Card Payment,Revolut,10,2025.0
2025-10-17,2025-10,Homebox,-383.88,DEBIT,Home Box,Transfer,Revolut,10,2025.0
2025-10-31,2025-10,Paid to VIRGIN ACTIVE LTD,-109.0,DEBIT,Academia,DIRECT_DEBIT,Wise,10,2025.0
2025-10-31,2025-10,Amazon,-36.23,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-10-31,2025-10,Costcutter,-21.17,DEBIT,Mercado,Card Payment,Revolut,10,2025.0
2025-10-31,2025-10,Amazon,-19.54,DEBIT,Amazon,Card Payment,Revolut,10,2025.0
2025-11-01 00:00:00,2025-11-01 00:00:00,KFC,-20.99,DEBIT,Restaurante,Card Payment,Revolut,11,2025.0
2025-11-01 00:00:00,2025-11-01 00:00:00,Amazon,-14.24,DEBIT,Amazon,Card Payment,Revolut,11,2025.0
2025-11-01 00:00:00,2025-11-01 00:00:00,Amazon,-3.89,DEBIT,Amazon,Card Payment,Revolut,11,2025.0
2025-11-01 00:00:00,2025-11-01 00:00:00,Costcutter,-2.6,DEBIT,Mercado,Card Payment,Revolut,11,2025.0
2025-11-01 00:00:00,2025-11-01 00:00:00,Costcutter,-2.5,DEBIT,Mercado,Card Payment,Revolut,11,2025.0
2025-11-02 00:00:00,2025-11-01 00:00:00,Amazon,-34.99,DEBIT,Amazon,Card Payment,Revolut,11,2025.0
